source_system,source_db,owner,table_name,table_comment,num_rows_stats,blocks,last_analyzed,tablespace_name,inferred_domain,table_role,include_status,exclude_reason,column_count_in_current_file,has_primary_key,has_nonunique_index,cleanup_decision,cleanup_reason
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,AM_MESSAGENOTE,,4223,277,2026-04-15 22:22:59,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,14,true,true,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,AM_PLUGINS,,79,7,2023-04-05 22:02:44,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,12,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ANTE_SS_LEXICON,,90617,560,2026-06-29 22:23:43,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,5,true,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,AP_ESTIPAYABLEITEM,,517537,61097,2026-06-01 22:49:46,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,146,true,true,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,AP_PAYABLEITEM,,576017,73239,2026-05-29 22:31:39,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,148,true,true,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,AP_PAYABLEITEM20230111,,27444,3021,2023-01-11 11:39:37,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,148,false,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,AP_PAYABLEITEM20230208,,31021,3500,2023-02-08 17:44:39,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,148,false,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,AP_PAYABLEITEM20230319,,37080,4322,2023-03-19 13:00:11,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,148,false,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,AP_PAYITEM,,214278,30156,2026-07-01 22:36:51,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,165,true,true,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ARAP_BALANCE,,79276,2621,2026-06-01 22:40:08,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,35,true,true,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ARAP_BUSIDATA,,1247960,127534,2026-06-01 22:47:10,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,103,true,true,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ARAP_BUSIDATA20230111,,20848,1946,2023-01-11 11:40:25,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,103,false,false,review_candidate,
HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ARAP_BUSIDATA20230208,,27866,2703,2023-02-08 17:44:48,NNC_DATA01,其他,candidate,candidate,非重点 HRP 业务表，保留候选,103,false,false,review_candidate,
