left_table,left_column,right_table,right_column,view_count,edge_count,in_formal_relationships,conditions,views
HIS.STAFF_DICT,NAME,PACS.EXAMINFO,EXAMTECHNICIANNAME,1,1,N,Y.NAME = PE.EXAMTECHNICIANNAME,JC_DETAIL
HIS.STAFF_DICT,NAME,PACS.EXAMINFO,POSTEXAMREPORTERNAME,1,1,N,Y.NAME = PE.POSTEXAMREPORTERNAME,JC_DETAIL
HIS.STAFF_DICT,NAME,PACS.EXAMINFO,POSTEXAMAPPROVENAME,1,1,N,Y.NAME = PE.POSTEXAMAPPROVENAME,JC_DETAIL
HIS.STAFF_DICT,USER_NAME,SM.MED_OPERATION_MASTER,ANESTHESIA_DOCTOR,1,1,N,SD.USER_NAME = MOM.ANESTHESIA_DOCTOR,V_EMR_HOS_PREOP_DISCUSS
HIS.STAFF_DICT,EMP_NO,SM.MED_OPERATION_MASTER,FIRST_SUPPLY_NURSE,1,1,N,SD.EMP_NO = MOM.FIRST_SUPPLY_NURSE,V_EMR_OPERA_RECORD
HIS.STAFF_DICT,EMP_NO,SM.MED_OPERATION_MASTER,FIRST_OPERATION_NURSE,1,1,N,SD.EMP_NO = MOM.FIRST_OPERATION_NURSE,V_EMR_OPERA_RECORD
HIS.STAFF_DICT,EMP_NO,UNKNOWN.AI_ZK_MED_USER_DICT,USERID,1,1,N,T.USERID = A.EMP_NO,V_AI_ZKUSER
HIS.STAFF_DICT,EMP_NO,UNKNOWN.CDA_VALUE_DOMAIN_MAP,DOCTOR_USER,1,1,N,SD.EMP_NO = T.DOCTOR_USER,V_EMR_DOC_ORDER_DRUG
HIS.STAFF_DICT,EMP_NO,UNKNOWN.CDA_VALUE_DOMAIN_MAP,NURSE_USER,1,1,N,SD.EMP_NO = T.NURSE_USER,V_EMR_DOC_ORDER_DRUG
HIS.STAFF_DICT,TITLE,UNKNOWN.TITLE_DICT,TITLE_NAME,1,1,N,SD.TITLE = TD.TITLE_NAME,V_EMR_OUTPATIENT_RECORD
HIS.STAFF_DICT,DEPT_CODE,UNKNOWN.V_DEPTWARD,WARD_CODE,1,1,N,A.DEPT_CODE = B.WARD_CODE,V_AI_ZKUSER
HIS.STAFF_DICT,DEPT_CODE,UNKNOWN.V_DEPTWARD,DEPT_CODE,1,1,N,A.DEPT_CODE = C.DEPT_CODE,V_AI_ZKUSER
HIS.STAFF_DICT,NAME,XD.REPORT_TBL,CONFIRM_DOCTOR,1,1,N,Y.NAME = RT.CONFIRM_DOCTOR,JC_DETAIL
HIS.STAFF_DICT,NAME,XD.STUDY_TBL,UPDATE_USER,1,1,N,Y.NAME = ST.UPDATE_USER,JC_DETAIL
HIS.STAFF_DICT,EMP_NO,YDHL.MCS_PATIENT_ALLERY_HISTORY,DOCTOR_IN_CHARGE,1,1,N,SD.EMP_NO = A.DOCTOR_IN_CHARGE,INP_INFO114
LIS.LAB_REPORT,REPORTID,LIS.LAB_RESULT,REPORTID,1,1,N,LAB.REPORTID = LAR.REPORTID,LAB_REPORT
MTL.EMRSD36,段落编号,MTL.EPR_INPATIENT,ID,1,1,N,T3.段落编号 = T1.ID,V_EMR_ADMISSION_DEAD_RECORD_TF
MTL.EMRSD40,段落编号,MTL.EMRSD_CONTENT,段落编号,1,1,N,T4.段落编号 = T3.段落编号,V_EMR_HOS_DIFFIC_CASE_DISCUSS
MTL.EMRSD40,段落编号,MTL.EPR_INPATIENT,ID,1,1,N,T3.段落编号 = T1.ID,V_EMR_HOS_DIFFIC_CASE_DISCUSS
MTL.EMRSD41,段落编号,MTL.EPR_INPATIENT,ID,1,1,N,T3.段落编号 = T1.ID,V_EMR_HOS_SUCCESSION_RECORD
MTL.EMRSD44,段落编号,MTL.EPR_INPATIENT,ID,1,1,N,T3.段落编号 = T1.ID,V_EMR_HOS_SAVE_RECORD
MTL.EMRSD47,段落编号,MTL.EPR_INPATIENT,ID,1,1,N,T3.段落编号 = T1.ID,V_EMR_HOS_PREOP_DISCUSS
MTL.EMRSD51,段落编号,MTL.EMRSD_CONTENT,段落编号,1,1,N,T4.段落编号 = T3.段落编号,V_EMR_HOS_DND_RECORD
MTL.EMRSD51,段落编号,MTL.EPR_INPATIENT,ID,1,1,N,T3.段落编号 = T1.ID,V_EMR_HOS_DND_RECORD
MTL.EPR_INPATIENT_DOCINDEX,P_CLINIC_ID,SM.MED_OPERATION_MASTER,PATIENT_ID,1,1,N,MOM.PATIENT_ID = T.P_CLINIC_ID,V_EMR_HOS_PREOP_DISCUSS
PACS.EXAMINFO,PATIENTVARCHARRAID,PACS.PATIENTINFO,PATIENTINTRAID,1,1,N,PEI.PATIENTVARCHARRAID = PPI.PATIENTINTRAID,EXAM_REPORT
PACS.EXAMINFO,PROCEDURESTEPID,PACS.PROCEDURESTEPINFO,PROCEDURESTEPID,1,1,N,PEI.PROCEDURESTEPID = PPS.PROCEDURESTEPID,EXAM_REPORT
PACS.EXAMINFO,REPORTID,PACS.REPORT,REPORTID,1,1,N,PEI.REPORTID = PR.REPORTID,EXAM_REPORT
PACS.PROCEDUREINFO,PROCEDUREID,PACS.PROCEDURESTEPINFO,PROCEDUREID,1,1,N,PPS.PROCEDUREID = PP.PROCEDUREID,EXAM_REPORT
SM.MED_OPERATION_MASTER,OPER_ID,SM.MED_OPERATION_SCHEDULE,SCHEDULE_ID,1,1,N,MOS.SCHEDULE_ID = MOM.OPER_ID,V_EMR_INFOR_ANESTHESIA
SM.MED_OPERATION_MASTER,OPERATION_NAME,SM.MED_OPERATION_SCHEDULE,OPERATION_NAME,1,1,N,MOM.OPERATION_NAME = MOS.OPERATION_NAME,CDR_OPERATION_APPLY
SM.MED_OPERATION_MASTER,SURGEON,UNKNOWN.DOC_REGISTER_EMP_MATCH,EMP_NO,1,1,N,YG.EMP_NO = MOM.SURGEON,V_EMR_OPERA_RECORD
SM.MED_OPERATION_MASTER,ANESTHESIA_DOCTOR,UNKNOWN.DOC_REGISTER_EMP_MATCH,EMP_NO,1,1,N,YG.EMP_NO = MOM.ANESTHESIA_DOCTOR,V_EMR_OPERA_RECORD
SX.B_T_REACTIONS,SQLSH,SX.B_T_REQD,SQLSH,1,1,N,TR.SQLSH = R.SQLSH,V_EMR_INFOR_TRANS_BLOOD
SX.B_T_REACTIONS,PK_NO,SX.B_T_XYXXB,PK_NO,1,1,N,S2.PK_NO = R.PK_NO,V_EMR_INFOR_TRANS_BLOOD
SX.B_T_REQD,SQLSH,SX.B_T_XYXXB,XYHZSQDH,1,1,N,TR.SQLSH = S2.XYHZSQDH,V_EMR_INFOR_TRANS_BLOOD
UNKNOWN.CDA_VALUE_DOMAIN_MAP,DOCTOR_USER,UNKNOWN.DOC_REGISTER_EMP_MATCH,EMP_NO,1,1,N,YG.EMP_NO = T.DOCTOR_USER,V_EMR_DOC_ORDER_DRUG
XD.REPORT_TBL,STUDY_SEQ,XD.STUDY_TBL,STUDY_SEQ,1,1,N,ST.STUDY_SEQ = RT.STUDY_SEQ,JC_DETAIL
YDHL.INPATIENTS,PAT_INDEX_NO,YDHL.MCS_DOC_FORM,PATIENT_UID,1,1,N,WSFL.PATIENT_UID = YDZD.PAT_INDEX_NO,T_ESBHL_VAGINAL_DEL_ROD
HIS.PAT_MASTER_INDEX,PATIENT_ID,HIS.PAT_VISIT,PATIENT_ID,25,25,Y,B.PATIENT_ID = A.PATIENT_ID|D.PATIENT_ID = A.PATIENT_ID|P.PATIENT_ID = PMI.PATIENT_ID|PMI.PATIENT_ID = O.PATIENT_ID|PMI.PATIENT_ID = P.PATIENT_ID|PV.PATIENT_ID = PMI.PATIENT_ID|PV.PATIENT_ID = TT.PATIENT_ID|T.PATIENT_ID = PMI.PATIENT_ID|T.PATIENT_ID = SS.PATIENT_ID|T.PATIENT_ID = T1.PATIENT_ID|TT.PATIENT_ID = TTT.PATIENT_ID|V.PATIENT_ID = PMI.PATIENT_ID,EMR_HOS_CHANGE_MAJOR_RECORD|PAT_VIEW|V_EMR_ADMISSION_DEAD_RECORD_TF|V_EMR_ADMISSION_RECORD|V_EMR_ANESTHESIA_RECORD|V_EMR_BOFORE_OPERA_RECORD|V_EMR_DEATH_RECORD|V_EMR_DISCHARGE_RECORD|V_EMR_HOS_CHANGE_MAJOR_RECORD|V_EMR_HOS_DIFFIC_CASE_DISCUSS|V_EMR_HOS_DND_RECORD|V_EMR_HOS_POSTOPER_RECORD|V_EMR_HOS_SAVE_RECORD|V_EMR_HOS_SUCCESSION_RECORD|V_EMR_ICH|V_EMR_ICH_ALLERGIES|V_EMR_ICH_CHARGE|V_EMR_INFOR_CRITICALLY_ILL|V_EMR_INFOR_OPERATION|V_EMR_INFOR_OTHERS|V_EMR_INFOR_SPEC_EXAM_TREAT|V_EMR_INFOR_TRANS_BLOOD|V_EMR_MEDICAL_RECORD_INFO|V_EMR_OPERA_RECORD|V_ESBHL_OUTPUT_SUMMARY
