view,from_table,from_column,to_table,to_column,condition,source,confidence
CDR_OUTPATIENT_VISIT,HIS.CLINIC_MASTER,VISIT_DEPT,HIS.DEPT_DICT,DEPT_CODE,A.VISIT_DEPT = T.DEPT_CODE,ods_view_ddl_static_parse,static
CDR_OUTPATIENT_VISIT,HIS.CLINIC_MASTER,DOCTOR,HIS.STAFF_DICT,USER_NAME,A.DOCTOR = T1.USER_NAME,ods_view_ddl_static_parse,static
CDR_OUTPATIENT_VISIT,HIS.CLINIC_MASTER,OPERATOR,HIS.STAFF_DICT,ID,A.OPERATOR = T1.ID,ods_view_ddl_static_parse,static
CDR_OUT_PRESCRIPTION,HIS.DRUG_PRESC_MASTER,ORDERED_BY,HIS.DEPT_DICT,DEPT_CODE,A.ORDERED_BY = T.DEPT_CODE,ods_view_ddl_static_parse,static
CDR_OUT_PRESCRIPTION,HIS.DRUG_PRESC_MASTER,DISPENSARY,HIS.DEPT_DICT,DEPT_CODE,A.DISPENSARY = T.DEPT_CODE,ods_view_ddl_static_parse,static
CDR_PATIENT_INFO,HIS.AREA_DICT,AREA_CODE,HIS.PAT_MASTER_INDEX,BIRTH_PLACE,AD.AREA_CODE = A.BIRTH_PLACE,ods_view_ddl_static_parse,static
CDR_PATIENT_INFO,HIS.COUNTRY_DICT,COUNTRY_CODE,HIS.PAT_MASTER_INDEX,CITIZENSHIP,CD.COUNTRY_CODE = A.CITIZENSHIP,ods_view_ddl_static_parse,static
CDR_PATIENT_INFO,HIS.NATION_DICT,NATION_CODE,HIS.PAT_MASTER_INDEX,NATION,ND.NATION_CODE = A.NATION,ods_view_ddl_static_parse,static
CDR_PATIENT_INFO,HIS.NATION_DICT,NATION_NAME,HIS.PAT_MASTER_INDEX,NATION,ND.NATION_NAME = A.NATION,ods_view_ddl_static_parse,static
CDR_PATIENT_INFO,HIS.AREA_DICT,AREA_CODE,HIS.PAT_MASTER_INDEX,NATIVE_PLACE,AD.AREA_CODE = A.NATIVE_PLACE,ods_view_ddl_static_parse,static
CDR_PATIENT_INFO,HIS.MR_BASE_DICT,ITEM_CODE,HIS.PAT_MASTER_INDEX,ID_TYPE,MBD.ITEM_CODE = A.ID_TYPE,ods_view_ddl_static_parse,static
CDR_PATIENT_INFO,HIS.RELATIONSHIP_DICT,RELATIONSHIP_CODE,HIS.PAT_MASTER_INDEX,RELATIONSHIP,RD.RELATIONSHIP_CODE = A.RELATIONSHIP,ods_view_ddl_static_parse,static
CDR_SURGICAL_RECORD,SM.MED_OPERATION_MASTER,PATIENT_ID,SM.MED_ANESTHESIA_PLAN,PATIENT_ID,MOM.PATIENT_ID = MAP.PATIENT_ID,ods_view_ddl_static_parse,static
CDR_SURGICAL_RECORD,SM.MED_OPERATION_MASTER,VISIT_ID,SM.MED_ANESTHESIA_PLAN,VISIT_ID,MOM.VISIT_ID = MAP.VISIT_ID,ods_view_ddl_static_parse,static
CDR_SURGICAL_RECORD,SM.MED_OPERATION_MASTER,OPER_ID,SM.MED_ANESTHESIA_PLAN,OPER_ID,MOM.OPER_ID = MAP.OPER_ID,ods_view_ddl_static_parse,static
