差异类型,系统,库名,Schema,表名,字段名,来源文件名称,文档内容,实际库内容,风险等级,建议处理,是否需要人工确认
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy2,IS_DELETED,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy2,DELETE_TIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy2,DELETE_USER_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy2,DELETE_USER_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,Sheet1,药品代码,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,Sheet1,产品名称,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,Sheet1,挂网ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,Sheet1,院内目录代码,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,VIEW_SHOWDATA_YZ,DISRECORDNO,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,VIEW_SHOWDATA_YZ,PREVIEW_NO,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_DRUG_CONSUME,日期(年/月),数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_DRUG_CONSUME,门诊/住院,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_DRUG_CONSUME,药品编码,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_DRUG_CONSUME,药品名称,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_DRUG_CONSUME,药品名称(商品名),数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_DRUG_CONSUME,生产企业,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_DRUG_CONSUME,规格,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_DRUG_CONSUME,包装数量,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_DRUG_CONSUME,单位,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_DRUG_CONSUME,使用数量,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_DRUG_CONSUME,单价(元),数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_DRUG_CONSUME,金额（元）,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,ANTI_FLAG,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,DRUG_TYPE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,PATIENT_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,VISIT_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,DEPT_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,DEPT_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,DOCTOR_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,DOCTOR_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,COSTS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,ANTI1_COSTS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,ANTI2_COSTS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,ANTI3_COSTS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,ADMISSION_DATE_TIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,DISCHARGE_DATE_TIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,DISPENSING_DATETIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_FEE,SOURCE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,ORDERING_DEPT,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,DOCTOR_USER,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,PATIENT_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,VISIT_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,ORDER_NO,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,ORDER_SUB_NO,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,LIMIT_CLASS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,DOSAGE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,EXEC_NUM,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,MIN_DISP_DATE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,DISP_QUANTITY,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,DDD_QTY,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,ADMISSION_DATE_TIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,DISCHARGE_DATE_TIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,AGE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,DOSE_MODEL_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,DRUG_PRI,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,DRUG_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,DRUG_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,SPECS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,FACTORY_ABBR,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,PACK_UNIT_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,RETAIL_PRICE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,PACK_QTY,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,DOSE_MODEL_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_ANTI_USE_DETAIL,SOURCE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_EXPORT_SDSE,DRUG_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_EXPORT_SDSE,DRUG_SPEC_MIN,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_EXPORT_SDSE,PACKAGE_SPEC,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_EXPORT_SDSE,FIRM_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_EXPORT_SDSE,MIN_AMOUNT,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_EXPORT_SDSE,MAX_AMOUNT,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_EXPORT_SDSE,SUB_PACKAGE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_IMPORT_SDSE,DRUG_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_IMPORT_SDSE,DRUG_SPEC_MIN,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_IMPORT_SDSE,PACKAGE_SPEC,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_IMPORT_SDSE,FIRM_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_IMPORT_SDSE,MIN_AMOUNT,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_IMPORT_SDSE,MAX_AMOUNT,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_IMPORT_SDSE,SUB_PACKAGE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_REAL_SDSE,DRUG_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_REAL_SDSE,DRUG_SPEC_MIN,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_REAL_SDSE,DRUG_SPEC,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_REAL_SDSE,PACKAGE_SPEC,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_REAL_SDSE,FIRM_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_REAL_SDSE,MIN_AMOUNT,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_REAL_SDSE,MAX_AMOUNT,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_REAL_SDSE,SUB_PACKAGE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,SYSTEM_TIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,CREATE_TIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,ORG_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,HOS_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,HOS_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,GZ_DRUG_YPID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,HOS_DRUG_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,DRUG_COMMON_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,DRUG_PRODUCT_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,DRUG_TRADE_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,MANUFACTURER,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,DRUG_FORM_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,DRUG_FORM_SPEC,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,DRUG_FORM_UNIT,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
实际库有但文档没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,V_DRUG_STOCK_CHS_SDSE,DRUG_XSBZ_UNIT,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包无字段,READY_HIS 活库存在字段,中,补充字段备注和治理标签,是
